Report Month,Department,0 Days,1 Day,2 Days,3 Days,4 Days,5 Days,Total
2021-10,7600 - California Department of Tax and Fee Administration,2477,521,329,114,12,21,3474
2021-10,7730 - Franchise Tax Board,2785,581,95,91,44,1514,5110
2021-10,7760 - Department of General Services,1167,192,94,88,74,371,1986
2021-10,7870 - California Victim Compensation Board,220,0,0,0,0,3,223
2021-10,7910 - Office of Administrative Law,0,9,4,5,3,0,21
2021-10,7920 - State Teachers' Retirement System,1286,2,2,0,0,0,1290
2021-10,8120 - Commission on Peace Officer Standards and Training,0,0,128,3,1,3,135
2021-10,8140 - State Public Defender,46,4,7,13,2,8,80
2021-10,8560 - California Exposition and State Fair,0,1,0,1,0,0,2
2021-10,8570 - Department of Food and Agriculture,177,69,91,57,23,65,482
2021-10,8620 - Fair Political Practices Commission,77,2,0,0,0,1,80
2021-10,8660 - Public Utilities Commission,324,710,137,55,13,1,1240
2021-10,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",7,0,0,0,0,0,7
2021-10,8825 - Commission on Asian and Pacific Islander American Affairs,1,0,0,0,0,0,1
2021-10,"8830 - Law Revision Commission, California",7,0,0,0,0,0,7
2021-10,8860 - Department of Finance,186,96,36,32,13,10,373
2021-10,8880 - Financial Information System for California,257,11,6,3,1,0,278
2021-10,"8885 - States Mandates, Commission on",1,9,0,1,0,0,11
2021-10,8940 - Military Department,10,5,3,15,5,0,38
2021-10,8955 - Department of Veterans Affairs,189,49,107,45,26,14,430
2021-10,A059 - California Correctional Health Care Services,705,251,456,451,163,157,2183
2021-10,A314 - California Science Center,2,0,0,26,2,2,32
2021-10,A341 - California Earthquake Authority,75,2,3,2,0,1,83
2021-10,A424 - Cradle-to-Career,1,0,0,0,0,0,1
2021-10,A541 - Board of Forestry and Fire Protection,0,1,0,0,0,0,1
2021-11,0500 - Governor's Office,36,19,15,17,6,13,106
2021-11,0509 - Governor's Office of Business and Economic Development (GO-Biz),91,20,7,5,3,1,127
2021-11,0511 - Secretary for Government Operations Agency,19,1,3,1,0,0,24
2021-11,"0515 - Secretary for Business, Consumer Services, and Housing Agency",31,10,3,1,0,1,46
2021-11,0521 - Secretary for Transportation Agency,0,19,0,2,0,1,22
2021-11,0531 - Office of Systems Integration,267,61,7,0,1,1,337
2021-11,0540 - Secretary of the Natural Resources Agency,78,0,1,8,0,0,87
2021-11,0552 - Office of the Inspector General,103,11,0,2,2,12,130
2021-11,0555 - Secretary for Environmental Protection,57,2,4,0,0,4,67
2021-11,0559 - Secretary for Labor and Workforce Development Agency,3,3,8,8,2,4,28
2021-11,0650 - Office of Planning and Research,86,5,9,10,2,0,112
2021-11,0690 - Governor's Office of Emergency Services,502,110,140,119,61,121,1053
2021-11,0820 - Department of Justice,1620,538,511,528,321,359,3877
2021-11,0855 - California Gambling Control Commission,23,9,3,2,0,0,37
2021-11,0860 - State Board of Equalization,151,0,0,7,0,0,158
2021-11,0890 - Secretary of State,101,0,392,40,22,8,563
2021-11,1045 - Cannabis Control Appeals Panel,5,1,0,1,1,0,8
2021-11,1111 - Department of Consumer Affairs,645,498,502,310,257,312,2524
2021-11,1115 - Department of Cannabis Control,251,20,37,12,1,67,388
2021-11,1700 - California Civil Rights Department,197,37,18,3,2,5,262
2021-11,1701 - Department of Financial Protection and Innovation,548,27,38,33,2,10,658
2021-11,1703 - California Privacy Protection Agency,1,0,0,0,0,1,2
2021-11,1750 - California Horse Racing Board,12,2,9,1,4,1,29
2021-11,2100 - Department of Alcoholic Beverage Control,45,33,94,153,101,22,448
2021-11,2120 - Alcoholic Beverage Control Appeals Board,2,1,2,1,0,0,6
2021-11,2240 - Department of Housing and Community Development,506,67,80,74,9,87,823
2021-11,2320 - Department of Real Estate,22,121,136,18,24,7,328
2021-11,2600 - California Transportation Commission,20,10,4,0,0,0,34
2021-11,2665 - High-Speed Rail Authority,172,29,48,22,13,10,294
2021-11,2720 - California Highway Patrol,0,157,0,336,0,1010,1503
2021-11,3105 - California African-American Museum,0,0,0,18,0,0,18
2021-11,3125 - California Tahoe Conservancy,41,0,0,0,0,1,42
2021-11,3340 - California Conservation Corps,0,90,9,49,0,0,148
2021-11,3355 - Office of Energy Infrastructure Safety,30,0,0,0,0,0,30
2021-11,3360 - Energy Resources Conservation and Development Commission,525,43,18,9,3,0,598
2021-11,3480 - Department of Conservation,327,88,89,58,21,35,618
2021-11,3540 - Department of Forestry and Fire Protection,67,43,36,20,11,4,181
2021-11,3560 - State Lands Commission,113,14,27,5,6,2,167
2021-11,3600 - Department of Fish and Wildlife,819,111,154,52,21,665,1822
2021-11,3640 - Wildlife Conservation Board,14,0,1,1,0,16,32
2021-11,3720 - California Coastal Commission,0,178,0,0,0,0,178
2021-11,3760 - State Coastal Conservancy,41,8,3,2,0,0,54
2021-11,3780 - Native American Heritage Commission,7,0,0,1,0,0,8
2021-11,3790 - Department of Parks and Recreation,349,99,104,173,114,323,1162
2021-11,3810 - Santa Monica Mountains Conservancy,7,0,0,0,0,0,7
2021-11,3820 - San Francisco Bay Conservation and Development Commission,48,0,0,0,0,0,48
2021-11,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,0,6,3,0,0,0,9
2021-11,3830 - San Joaquin River Conservancy,2,1,0,0,0,0,3
2021-11,3835 - Baldwin Hills Conservancy,2,1,0,0,0,0,3
2021-11,3840 - Delta Protection Commission,2,2,0,0,1,0,5
2021-11,3845 - San Diego River Conservancy,0,0,0,0,0,3,3
2021-11,3850 - Coachella Valley Mountains Conservancy,0,0,1,1,2,0,4
2021-11,3855 - Sierra Nevada Conservancy,28,6,2,3,0,0,39
2021-11,3860 - Department of Water Resources,272,774,494,392,254,0,2186
2021-11,3862 - Central Valley Flood Protection Board,38,3,12,0,1,0,54
2021-11,3875 - Sacramento-San Joaquin Delta Conservancy,10,1,0,0,0,0,11
2021-11,3885 - Delta Stewardship Council,41,8,5,0,1,0,55
2021-11,3900 - State Air Resources Board,1212,175,107,63,48,27,1632
2021-11,3930 - Department of Pesticide Regulation,219,90,64,21,11,6,411
2021-11,3940 - State Water Resources Control Board,1698,119,76,76,16,278,2263
2021-11,3960 - Department of Toxic Substances Control,59,387,165,62,54,239,966
2021-11,3970 - Department of Resources Recycling and Recovery,470,108,79,32,22,53,764
2021-11,4100 - State Council on Developmental Disabilities,30,6,13,6,6,5,66
2021-11,4140 - Department of Health Care Access and Information,331,49,14,26,11,10,441
2021-11,4150 - Department of Managed Health Care,488,4,2,0,0,0,494
2021-11,4170 - Department of Aging,174,0,2,3,3,0,182
2021-11,4250 - California Children and Families Commission,0,0,13,0,0,0,13
2021-11,4265 - Department of Public Health,2456,137,112,83,24,1126,3938
2021-11,4300 - Department of Developmental Services,372,87,39,34,6,26,564
2021-11,4440 - Department of State Hospitals,276,274,73,187,129,45,984
2021-11,4700 - Department of Community Services and Development,104,3,0,1,0,1,109
2021-11,4800 - California Health Benefit Exchange,1264,3,15,28,4,17,1331
2021-11,5160 - Department of Rehabilitation,269,228,491,443,93,128,1652
2021-11,5175 - Department of Child Support Services,469,56,17,11,15,0,568
2021-11,5180 - Department of Social Services,2285,487,614,1377,388,0,5151
2021-11,5225 - Department of Corrections and Rehabilitation,1342,573,430,571,251,1370,4537
2021-11,5227 - Board of State and Community Corrections,95,1,0,1,3,0,100
2021-11,5420 - Prison Industry Authority,15,34,47,29,8,0,133
2021-11,6120 - California State Library,49,19,11,32,29,3,143
2021-11,6125 - Education Audit Appeals Panel,0,2,1,0,0,0,3
2021-11,6250 - California School for the Deaf - Riverside,0,2,1,10,0,6,19
2021-11,6360 - Commission on Teacher Credentialing,81,36,17,5,4,2,145
2021-11,6870 - Board of Governors of the California Community Colleges,164,1,4,1,0,0,170
2021-11,"6980 - Student Aid Commission, California",138,0,0,0,0,0,138
2021-11,7100 - Employment Development Department,988,168,285,207,26,26,1700
2021-11,7300 - Agricultural Labor Relations Board,14,7,33,4,1,3,62
2021-11,7320 - Public Employment Relations Board,21,26,15,5,4,1,72
2021-11,7501 - Department of Human Resources,217,35,21,12,3,9,297
2021-11,7502 - California Department of Technology,704,44,24,9,3,101,885
2021-11,7503 - State Personnel Board,54,17,3,2,1,0,77
2021-11,7504 - Office of Data and Innovation,17,0,0,0,0,0,17
2021-11,7600 - California Department of Tax and Fee Administration,2477,521,329,114,12,21,3474
2021-11,7730 - Franchise Tax Board,2784,580,95,91,44,1514,5108
2021-11,7760 - Department of General Services,1154,187,96,81,72,372,1962
2021-11,7870 - California Victim Compensation Board,222,0,0,0,0,3,225
2021-11,7910 - Office of Administrative Law,0,9,4,5,3,0,21
2021-11,7920 - State Teachers' Retirement System,1283,1,2,0,0,0,1286
2021-11,8120 - Commission on Peace Officer Standards and Training,0,1,123,3,3,3,133
2021-11,8140 - State Public Defender,48,5,7,13,2,8,83
2021-11,8560 - California Exposition and State Fair,0,1,0,1,0,0,2
2021-11,8570 - Department of Food and Agriculture,171,70,70,60,22,64,457
2021-11,8620 - Fair Political Practices Commission,78,2,0,0,0,1,81
2021-11,8660 - Public Utilities Commission,327,702,139,55,13,0,1236
2021-11,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",7,0,0,0,0,0,7
2021-11,8825 - Commission on Asian and Pacific Islander American Affairs,1,0,0,0,0,0,1
2021-11,"8830 - Law Revision Commission, California",7,0,0,0,0,0,7
2021-11,8860 - Department of Finance,191,96,36,32,13,10,378
2021-11,8880 - Financial Information System for California,266,10,6,3,0,0,285
2021-11,"8885 - States Mandates, Commission on",1,9,0,1,0,0,11
2021-11,8940 - Military Department,10,5,3,15,5,0,38
2021-11,8955 - Department of Veterans Affairs,189,49,107,45,26,14,430
2021-11,A059 - California Correctional Health Care Services,726,261,466,457,169,159,2238
2021-11,A314 - California Science Center,2,0,0,26,2,2,32
2021-11,A341 - California Earthquake Authority,75,2,4,2,0,1,84
2021-11,A424 - Cradle-to-Career,2,0,1,0,0,0,3
2021-11,A541 - Board of Forestry and Fire Protection,0,1,0,0,0,0,1
2021-12,0500 - Governor's Office,38,23,16,15,7,11,110
2021-12,0509 - Governor's Office of Business and Economic Development (GO-Biz),95,16,7,5,2,1,126
2021-12,0511 - Secretary for Government Operations Agency,23,1,5,0,0,0,29
2021-12,"0515 - Secretary for Business, Consumer Services, and Housing Agency",35,11,3,2,0,1,52
2021-12,0521 - Secretary for Transportation Agency,0,19,0,2,0,1,22
2021-12,0531 - Office of Systems Integration,297,33,5,0,2,0,337
2021-12,0540 - Secretary of the Natural Resources Agency,78,0,1,8,0,0,87
2021-12,0552 - Office of the Inspector General,108,7,0,4,3,11,133
2021-12,0555 - Secretary for Environmental Protection,58,2,4,0,0,4,68
2021-12,0559 - Secretary for Labor and Workforce Development Agency,3,3,8,8,2,4,28
2021-12,0650 - Office of Planning and Research,86,5,9,10,2,0,112
2021-12,0690 - Governor's Office of Emergency Services,520,106,132,113,76,114,1061
2021-12,0820 - Department of Justice,1620,538,511,528,321,359,3877
2021-12,0855 - California Gambling Control Commission,23,9,4,1,0,0,37
2021-12,0860 - State Board of Equalization,152,0,0,7,0,0,159
2021-12,0890 - Secretary of State,101,0,392,40,22,8,563
2021-12,1045 - Cannabis Control Appeals Panel,5,1,0,1,1,0,8
2021-12,1111 - Department of Consumer Affairs,633,501,509,315,269,297,2524
2021-12,1115 - Department of Cannabis Control,249,20,39,13,1,69,391
2021-12,1700 - California Civil Rights Department,197,37,18,3,2,5,262
2021-12,1701 - Department of Financial Protection and Innovation,558,26,37,34,2,10,667
2021-12,1703 - California Privacy Protection Agency,2,0,0,0,0,1,3
2021-12,1750 - California Horse Racing Board,12,2,9,1,4,1,29
2021-12,2100 - Department of Alcoholic Beverage Control,45,34,93,158,95,25,450
2021-12,2120 - Alcoholic Beverage Control Appeals Board,2,1,2,1,0,0,6
2021-12,2240 - Department of Housing and Community Development,513,67,80,74,9,87,830
2021-12,2320 - Department of Real Estate,22,121,136,18,24,7,328
2021-12,2600 - California Transportation Commission,22,10,4,0,0,0,36
2021-12,2665 - High-Speed Rail Authority,172,29,47,28,12,10,298
2021-12,2720 - California Highway Patrol,0,154,0,332,0,1009,1495
2021-12,3105 - California African-American Museum,0,0,0,18,0,0,18
2021-12,3125 - California Tahoe Conservancy,41,0,0,0,0,1,42
2021-12,3340 - California Conservation Corps,0,91,9,50,0,0,150
2021-12,3355 - Office of Energy Infrastructure Safety,30,0,0,0,0,0,30
2021-12,3360 - Energy Resources Conservation and Development Commission,525,43,18,9,3,0,598
2021-12,3480 - Department of Conservation,329,88,89,58,21,34,619
2021-12,3540 - Department of Forestry and Fire Protection,67,45,38,26,12,4,192
2021-12,3560 - State Lands Commission,113,14,29,5,6,2,169
2021-12,3600 - Department of Fish and Wildlife,819,111,154,52,21,665,1822
2021-12,3640 - Wildlife Conservation Board,14,0,1,1,0,16,32
2021-12,3720 - California Coastal Commission,0,178,0,0,0,0,178
2021-12,3760 - State Coastal Conservancy,41,8,3,2,0,0,54
2021-12,3780 - Native American Heritage Commission,7,0,0,1,0,0,8
2021-12,3790 - Department of Parks and Recreation,354,109,117,195,124,272,1171
2021-12,3810 - Santa Monica Mountains Conservancy,7,0,0,0,0,0,7
2021-12,3820 - San Francisco Bay Conservation and Development Commission,48,0,0,0,0,0,48
2021-12,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1,6,2,0,0,0,9
2021-12,3830 - San Joaquin River Conservancy,2,1,0,0,0,0,3
2021-12,3835 - Baldwin Hills Conservancy,2,1,0,0,0,0,3
2021-12,3840 - Delta Protection Commission,2,2,0,0,1,0,5
2021-12,3845 - San Diego River Conservancy,0,0,0,0,0,3,3
2021-12,3850 - Coachella Valley Mountains Conservancy,0,0,1,1,2,0,4
2021-12,3855 - Sierra Nevada Conservancy,29,7,1,3,0,0,40
2021-12,3860 - Department of Water Resources,542,663,473,298,229,23,2228
2021-12,3862 - Central Valley Flood Protection Board,38,3,12,0,1,0,54
2021-12,3875 - Sacramento-San Joaquin Delta Conservancy,10,1,0,0,0,0,11
2021-12,3885 - Delta Stewardship Council,41,8,5,0,1,0,55
2021-12,3900 - State Air Resources Board,463,543,369,93,73,13,1554
2021-12,3930 - Department of Pesticide Regulation,214,101,66,19,14,7,421
2021-12,3940 - State Water Resources Control Board,1722,121,79,81,16,296,2315
2021-12,3960 - Department of Toxic Substances Control,313,146,130,78,23,290,980
2021-12,3970 - Department of Resources Recycling and Recovery,490,117,68,22,23,44,764
2021-12,4100 - State Council on Developmental Disabilities,30,6,13,6,6,5,66
2021-12,4140 - Department of Health Care Access and Information,334,47,14,26,11,10,442
2021-12,4150 - Department of Managed Health Care,483,4,2,0,0,0,489
2021-12,4170 - Department of Aging,173,3,4,6,3,1,190
2021-12,4250 - California Children and Families Commission,0,0,13,0,0,0,13
2021-12,4265 - Department of Public Health,2456,137,112,83,24,1126,3938
2021-12,4300 - Department of Developmental Services,369,86,41,31,5,27,559
2021-12,4440 - Department of State Hospitals,282,263,73,186,133,43,980
2021-12,4700 - Department of Community Services and Development,103,3,0,1,0,1,108
2021-12,4800 - California Health Benefit Exchange,1264,3,11,24,3,18,1323
2021-12,5160 - Department of Rehabilitation,270,221,491,436,92,124,1634
2021-12,5175 - Department of Child Support Services,473,58,17,11,15,0,574
2021-12,5180 - Department of Social Services,2285,487,614,1377,388,0,5151
2021-12,5225 - Department of Corrections and Rehabilitation,1341,573,429,571,251,1369,4534
2021-12,5227 - Board of State and Community Corrections,95,1,0,0,3,0,99
2021-12,5420 - Prison Industry Authority,17,34,88,38,8,1,186
2021-12,6120 - California State Library,51,18,12,32,29,3,145
2021-12,6125 - Education Audit Appeals Panel,0,2,1,0,0,0,3
2021-12,6250 - California School for the Deaf - Riverside,0,2,1,10,0,6,19
2021-12,6360 - Commission on Teacher Credentialing,82,36,16,5,4,2,145
2021-12,6870 - Board of Governors of the California Community Colleges,163,1,4,1,0,0,169
2021-12,"6980 - Student Aid Commission, California",138,0,0,0,0,0,138
2021-12,7100 - Employment Development Department,983,168,273,209,26,26,1685
2021-12,7300 - Agricultural Labor Relations Board,14,7,33,4,1,3,62
2021-12,7320 - Public Employment Relations Board,21,26,17,4,4,1,73
2021-12,7501 - Department of Human Resources,214,37,22,10,6,7,296
2021-12,7502 - California Department of Technology,718,42,34,7,7,78,886
2021-12,7503 - State Personnel Board,53,17,4,2,0,0,76
2021-12,7504 - Office of Data and Innovation,19,0,0,0,0,0,19
2021-12,7600 - California Department of Tax and Fee Administration,2477,521,329,114,12,21,3474
2021-12,7730 - Franchise Tax Board,2733,552,84,78,44,1609,5100
2021-12,7760 - Department of General Services,1139,185,95,83,72,387,1961
2021-12,7870 - California Victim Compensation Board,223,0,0,0,0,2,225
2021-12,7910 - Office of Administrative Law,0,9,4,5,3,0,21
2021-12,7920 - State Teachers' Retirement System,1291,2,2,0,0,0,1295
2021-12,8120 - Commission on Peace Officer Standards and Training,0,1,126,3,2,2,134
2021-12,8140 - State Public Defender,47,5,7,13,2,9,83
2021-12,8560 - California Exposition and State Fair,0,1,0,1,0,0,2
2021-12,8570 - Department of Food and Agriculture,187,72,70,61,19,58,467
2021-12,8620 - Fair Political Practices Commission,79,2,0,0,0,1,82
2021-12,8660 - Public Utilities Commission,330,701,139,55,13,0,1238
2021-12,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",7,0,0,0,0,0,7
2021-12,"8830 - Law Revision Commission, California",7,0,0,0,0,0,7
2021-12,8860 - Department of Finance,191,96,36,32,13,10,378
2021-12,8880 - Financial Information System for California,268,7,6,1,2,0,284
2021-12,"8885 - States Mandates, Commission on",1,9,0,1,0,0,11
2021-12,8940 - Military Department,10,5,3,15,5,0,38
2021-12,8955 - Department of Veterans Affairs,189,49,106,45,26,14,429
2021-12,A059 - California Correctional Health Care Services,722,258,465,453,168,155,2221
2021-12,A314 - California Science Center,2,0,0,26,2,2,32
2021-12,A341 - California Earthquake Authority,74,2,3,2,0,1,82
2021-12,A424 - Cradle-to-Career,4,0,1,0,0,0,5
2021-12,A541 - Board of Forestry and Fire Protection,0,1,0,0,0,0,1
2022-01,0500 - Governor's Office,53,14,11,19,5,13,115
2022-01,0509 - Governor's Office of Business and Economic Development (GO-Biz),96,16,5,5,5,1,128
2022-01,0511 - Secretary for Government Operations Agency,24,1,4,0,0,0,29
2022-01,"0515 - Secretary for Business, Consumer Services, and Housing Agency",35,11,3,2,0,1,52
2022-01,0521 - Secretary for Transportation Agency,0,19,0,2,0,1,22
2022-01,0531 - Office of Systems Integration,281,48,6,1,1,0,337
2022-01,0540 - Secretary of the Natural Resources Agency,76,0,1,8,0,0,85
2022-01,0552 - Office of the Inspector General,108,7,3,1,0,13,132
2022-01,0555 - Secretary for Environmental Protection,57,2,4,0,0,5,68
2022-01,0559 - Secretary for Labor and Workforce Development Agency,3,3,8,8,2,4,28
2022-01,0650 - Office of Planning and Research,90,8,10,11,2,0,121
2022-01,0690 - Governor's Office of Emergency Services,515,115,148,101,55,120,1054
2022-01,0820 - Department of Justice,1620,538,511,528,321,359,3877
2022-01,0855 - California Gambling Control Commission,18,15,3,2,0,0,38
2022-01,0860 - State Board of Equalization,152,0,0,8,0,0,160
2022-01,0890 - Secretary of State,101,0,392,40,22,8,563
2022-01,1045 - Cannabis Control Appeals Panel,5,1,0,1,1,0,8
2022-01,1111 - Department of Consumer Affairs,657,441,484,338,291,284,2495
2022-01,1115 - Department of Cannabis Control,255,20,36,13,1,70,395
2022-01,1700 - California Civil Rights Department,197,37,18,3,2,5,262
2022-01,1701 - Department of Financial Protection and Innovation,575,24,38,34,2,10,683
2022-01,1703 - California Privacy Protection Agency,2,0,0,0,0,1,3
2022-01,1750 - California Horse Racing Board,11,2,8,1,4,1,27
2022-01,2100 - Department of Alcoholic Beverage Control,46,33,92,150,89,2,412
2022-01,2120 - Alcoholic Beverage Control Appeals Board,2,1,2,1,0,0,6
2022-01,2240 - Department of Housing and Community Development,529,72,81,77,9,88,856
2022-01,2320 - Department of Real Estate,22,121,136,18,24,7,328
2022-01,2600 - California Transportation Commission,23,10,4,0,0,0,37
2022-01,2665 - High-Speed Rail Authority,172,28,43,26,13,11,293
2022-01,2720 - California Highway Patrol,0,150,0,319,0,1020,1489
2022-01,3105 - California African-American Museum,0,0,0,18,0,0,18
2022-01,3125 - California Tahoe Conservancy,41,0,0,0,0,1,42
2022-01,3340 - California Conservation Corps,0,88,9,49,0,0,146
2022-01,3355 - Office of Energy Infrastructure Safety,44,0,0,0,0,0,44
2022-01,3360 - Energy Resources Conservation and Development Commission,525,43,18,9,3,0,598
2022-01,3480 - Department of Conservation,328,87,87,58,21,33,614
2022-01,3540 - Department of Forestry and Fire Protection,68,45,40,29,13,4,199
2022-01,3560 - State Lands Commission,115,14,28,5,6,2,170
2022-01,3600 - Department of Fish and Wildlife,819,111,154,52,21,665,1822
2022-01,3640 - Wildlife Conservation Board,14,0,1,1,0,16,32
2022-01,3720 - California Coastal Commission,0,178,0,0,0,0,178
2022-01,3760 - State Coastal Conservancy,41,8,3,2,0,0,54
2022-01,3780 - Native American Heritage Commission,7,0,0,1,0,0,8
2022-01,3790 - Department of Parks and Recreation,370,108,103,187,136,260,1164
2022-01,3810 - Santa Monica Mountains Conservancy,7,0,0,0,0,0,7
